site	primer	treatment	taxon	id	distance	abundance_log	abundance_CSS	abundance_DESeq2
RyanCt	NF118Sr2b	Post	Convolutidae	31087	0.00923076923076923	-10.136185	1.0854	0.84567
RyanCt	NF118Sr2b	Post	Convolutidae	35278	0.0100725418372477	-10.829332	0.90625	0.49222
ShellfishLab	NF118Sr2b	Post	Trombidioidea	34963	0.00773993808049536	-2.800732	5.9335	3.24912
ShellfishLab	NF118Sr2b	Pre	Trombidioidea	25827	0.0103693580766105	-6.594248	3.8321	2.91492
ShellfishLab	NF118Sr2b	Pre	Trombidioidea	1578	0.0165517530618951	-10.783902	1.0104	0.49222
ShellfishLab	NF118Sr2b	Pre	Trombidioidea	17717	0.0103693580766105	-6.564395	3.8319	2.93057
ShellfishLab	NF118Sr2b	Pre	Trombidioidea	37511	0.0136518771331058	-10.783902	0.9941	0.49222
BayfrontPark	NF118Sr2b	Pre	Xyalidae	11714	0.00943396226415094	-9.322530	1.32905	1.26772
BayfrontPark	NF118Sr2b	Pre	Xyalidae	17989	0.00943396226415094	-10.708824	0.5999	0.49222
BayfrontPark	NF118Sr2b	Pre	Xyalidae	17288	0.0208761861123915	-10.708824	0.60955	0.49222
BayfrontPark	NF118Sr2b	Pre	Xyalidae	30642	0.0204388925861954	-10.708824	0.5999	0.49222
BayfrontPark	NF118Sr2b	Pre	Xyalidae	7790	0.0190557450844844	-9.322530	1.31475	1.26772
BayfrontPark	NF118Sr2b	Pre	Xyalidae	16466	0.0221823666307468	-10.708824	0.60955	0.49222
BayfrontPark	NF118Sr2b	Pre	Xyalidae	30720	0.0195218659231168	-9.322530	1.31475	1.26772
BayfrontPark	NF118Sr2b	Pre	Xyalidae	38642	0.020876733770714	-10.015677	0.9228	0.84567
BayfrontPark	NF118Sr2b	Pre	Xyalidae	37556	0.0218097328939927	-10.708824	0.5999	0.49222
BayfrontPark	NF118Sr2b	Pre	Xyalidae	1434	0.0212008077422539	-10.708824	0.5999	0.49222
BayfrontPark	NF118Sr2b	Pre	Xyalidae	21163	0.01897085569736	-10.708824	0.5999	0.49222
BayfrontPark	NF118Sr2b	Pre	Xyalidae	36165	0.0210626932225891	-10.708824	0.5999	0.49222
BayfrontPark	NF118Sr2b	Pre	Xyalidae	11022	0.0220264135706209	-10.708824	0.60955	0.49222
BayfrontPark	NF118Sr2b	Pre	Xyalidae	24179	0.0167735872256024	-10.015677	0.93515	0.84567
BayfrontPark	NF118Sr2b	Pre	Xyalidae	30545	0.0143887708252058	-10.015677	0.93515	0.84567
BayfrontPark	NF118Sr2b	Pre	Xyalidae	24337	0.0187798539609713	-10.015677	0.93515	0.84567
BayfrontPark	NF118Sr2b	Post	Xyalidae	9623	0.00625	-4.214304	4.40425	2.15802
BayfrontPark	NF118Sr2b	Pre	Xyalidae	29306	0.0225970667752037	-10.708824	0.60955	0.49222
BayfrontPark	NF118Sr2b	Pre	Xyalidae	8176	0.0174453834868306	-10.708824	0.60955	0.49222
BayfrontPark	NF118Sr2b	Pre	Xyalidae	22477	0.0174190812731963	-10.708824	0.5999	0.49222
BayfrontPark	NF118Sr2b	Pre	Xyalidae	38430	0.0220269171713876	-10.708824	0.5999	0.49222
BayfrontPark	NF118Sr2b	Pre	Xyalidae	34526	0.0215744504736357	-10.708824	0.60955	0.49222
BayfrontPark	NF118Sr2b	Pre	Xyalidae	40251	0.0197444524722872	-10.708824	0.60955	0.49222
BayfrontPark	NF118Sr2b	Pre	Xyalidae	29440	0.0225290411946465	-10.708824	0.60955	0.49222
BayfrontPark	NF118Sr2b	Pre	Xyalidae	31045	0.0239388634402622	-10.708824	0.60955	0.49222
BayfrontPark	NF118Sr2b	Pre	Xyalidae	25616	0.0218369842754906	-10.708824	0.60955	0.49222
BayfrontPark	NF118Sr2b	Pre	Xyalidae	38732	0.0142880307015487	-9.322530	1.32905	1.26772
BayfrontPark	NF118Sr2b	Pre	Xyalidae	20100	0.0216114607789482	-10.708824	0.60955	0.49222
BayfrontPark	NF118Sr2b	Pre	Xyalidae	21718	0.0205311476777304	-10.708824	0.60955	0.49222
BayfrontPark	NF118Sr2b	Pre	Xyalidae	19560	0.0225984462867827	-10.708824	0.60955	0.49222
BayfrontPark	NF118Sr2b	Post	Xyalidae	23241	0.00625	-3.956475	4.55295	2.30842
BayfrontPark	NF118Sr2b	Pre	Xyalidae	443	0.0218352205989468	-10.015677	0.93515	0.84567
